country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,city
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-02,-24,-10,127,-36,-19,1,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-03,-21,1,181,-57,-76,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-04,-21,3,153,-46,-45,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-05,-20,2,136,-44,-45,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-06,-25,-1,34,-50,-45,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-07,-26,-4,32,-47,-43,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-08,-27,-4,76,-38,-16,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-09,-23,-6,152,-33,-16,1,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-10,-21,-1,112,-47,-45,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-11,-21,-1,132,-47,-44,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-12,-21,-2,106,-44,-44,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-13,-21,0,127,-46,-44,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-14,-24,-1,121,-43,-43,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-15,-27,-4,109,-35,-18,3,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-16,-25,-8,138,-34,-18,1,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-17,-22,-2,107,-47,-46,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-18,-22,-1,150,-47,-43,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-19,-22,-4,105,-45,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-20,-24,-1,30,-49,-44,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-21,-28,-5,22,-47,-43,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-22,-27,-4,94,-35,-16,4,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-23,-25,-9,108,-34,-17,2,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-24,-22,-3,95,-46,-45,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-25,-21,1,147,-45,-43,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-26,-19,-1,118,-43,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-27,-20,3,129,-45,-43,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-28,-23,0,122,-42,-42,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-29,-27,-4,90,-36,-16,3,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-30,-24,-7,85,-36,-17,2,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-08-31,-20,0,75,-46,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-01,-19,3,125,-44,-43,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-02,-19,-1,104,-43,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-03,-20,2,120,-44,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-04,-23,0,104,-42,-44,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-05,-28,-7,71,-38,-22,4,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-06,-22,-11,119,-35,-19,1,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-07,-20,3,182,-55,-77,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-08,-21,3,119,-46,-44,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-09,-21,-1,111,-45,-43,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-10,-21,3,118,-45,-42,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-11,-24,0,81,-44,-40,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-12,-28,-5,27,-42,-17,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-13,-27,-7,13,-44,-18,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-14,-26,-5,5,-50,-40,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-15,-23,1,54,-48,-38,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-16,-23,-6,44,-46,-40,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-17,-24,-3,49,-48,-39,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-18,-25,-4,37,-45,-38,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-19,-25,-3,20,-41,-16,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-20,-21,-5,92,-39,-14,4,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-21,-23,-4,63,-48,-40,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-22,-22,1,96,-48,-38,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-23,-28,-11,-13,-51,-40,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-24,-25,-1,22,-50,-38,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-25,-24,-1,42,-47,-38,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-26,-25,-2,0,-43,-14,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-27,-22,-4,64,-40,-14,4,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-28,-22,-1,73,-47,-38,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-29,-21,2,109,-46,-36,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-09-30,-21,-1,75,-44,-38,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-01,-22,3,58,-47,-35,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-02,-24,0,72,-43,-34,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-03,-24,-2,63,-38,-14,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-04,-24,-5,40,-42,-16,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-05,-24,0,47,-48,-37,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-06,-23,2,86,-48,-36,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-07,-23,-1,66,-46,-36,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-08,-24,3,47,-48,-35,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-09,-28,0,-18,-49,-36,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-10,-25,6,26,-41,-16,6,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-11,-34,-12,-30,-51,-19,6,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-12,-29,1,70,-61,-77,21,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-13,-28,-3,32,-50,-37,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-14,-23,-2,56,-46,-36,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-15,-24,1,40,-49,-35,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-16,-26,-3,7,-47,-34,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-17,-23,1,34,-40,-14,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-18,-25,-5,17,-44,-17,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-19,-24,-1,32,-49,-36,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-20,-22,2,69,-48,-34,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-21,-20,1,55,-44,-35,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-22,-22,2,55,-47,-34,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-23,-27,-5,-18,-51,-39,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-24,-20,4,54,-37,-13,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-25,-22,-3,40,-43,-16,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-26,-23,0,31,-49,-35,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-27,-25,-1,23,-51,-34,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-28,-24,-1,18,-49,-35,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-29,-24,3,20,-49,-33,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-30,-22,4,37,-46,-31,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-10-31,-22,6,66,-37,-12,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-01,-21,-1,77,-40,-15,5,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-02,-25,0,34,-49,-34,13,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-03,-31,-8,-16,-54,-35,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-04,-28,-8,-6,-51,-35,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-05,-26,-1,25,-51,-33,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-06,-24,0,36,-47,-33,12,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-07,-24,-1,34,-42,-13,8,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-08,-26,-4,58,-45,-18,7,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-09,-31,-7,-18,-55,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-10,-26,0,18,-53,-37,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-11,-28,0,36,-64,-74,26,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-12,-34,-8,-20,-56,-38,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-13,-30,-2,-4,-54,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-14,-32,-4,-12,-51,-18,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-15,-29,-6,28,-50,-20,9,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-16,-34,-11,-26,-56,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-17,-31,-4,6,-55,-37,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-18,-31,-7,-22,-55,-38,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-19,-30,-1,4,-55,-36,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-20,-31,-2,-13,-54,-35,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-21,-29,0,21,-48,-16,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-22,-32,-7,-13,-54,-20,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-23,-30,-3,-8,-56,-38,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-24,-33,-7,-10,-57,-37,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-25,-29,-4,14,-54,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-26,-31,-5,-15,-57,-37,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-27,-28,0,-4,-54,-36,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-28,-28,0,31,-48,-15,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-29,-29,-5,16,-51,-19,9,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-11-30,-26,-1,7,-55,-37,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-01,-27,2,46,-53,-36,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-02,-28,-3,31,-51,-37,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-03,-30,-1,15,-54,-36,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-04,-29,1,32,-52,-34,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-05,-28,1,40,-45,-16,9,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-06,-33,-7,-12,-54,-21,9,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-07,-32,-7,-29,-58,-38,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-08,-33,-4,-12,-58,-36,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-09,-28,-1,13,-54,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-10,-29,0,11,-56,-36,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-11,-31,-3,-5,-55,-34,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-12,-27,3,35,-46,-15,9,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-13,-34,-10,-34,-57,-22,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-14,-28,1,-6,-56,-37,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-15,-27,3,11,-55,-36,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-16,-27,-1,-15,-54,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-17,-24,9,18,-53,-35,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-18,-31,-4,-28,-55,-35,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-19,-31,-1,-32,-50,-16,11,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-20,-24,3,24,-47,-17,8,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-21,-27,-1,-32,-58,-47,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-22,-13,26,49,-51,-46,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-23,-9,37,30,-49,-47,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-24,-17,44,36,-58,-61,20,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-25,-77,-65,-8,-79,-87,31,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-26,-44,-23,-29,-58,-39,14,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-27,-36,-18,-17,-55,-23,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-28,-20,6,62,-60,-64,20,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-29,-25,1,19,-60,-55,20,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-30,-25,3,-25,-60,-56,21,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2020-12-31,-19,24,26,-61,-60,21,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-01,-59,-41,-8,-76,-82,31,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-02,-43,-19,-48,-62,-29,15,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-03,-33,-9,29,-52,-21,10,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-04,-34,-9,-16,-57,-39,17,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-05,-36,-11,-22,-59,-37,18,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-06,-30,-3,29,-53,-37,16,Vancouver
CA,Canada,British Columbia,Metro Vancouver,NA,NA,NA,ChIJpd_5BZDOYlQRpvz0npdsnM4,2021-01-07,-32,-4,26,-56,-36,16,Vancouver
